cod_conta,Descricao_Conta,Tipo_Linha,Ordem_Exibicao,Fator_Sinal,id_nivel0,Nivel_0,id_nivel1,Nivel_1,id_nivel2,Nivel_2,Ranking
1092,Fretes e Carretos,Detalhe,100281092,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,144,Fretes e Carretos,147
1129,IRRF,Detalhe,100281129,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,145,IRRF,148
1149,Servico de Corretagem,Detalhe,100281149,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,146,Servico de Corretagem,149
1151,Seguro de Imoveis,Detalhe,100281151,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,147,Seguro de Imoveis,150
1152,Aluguel,Detalhe,100281152,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,148,Aluguel,151
1157,Pneus e Camaras,Detalhe,100281157,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,149,Pneus e Camaras,152
1159,Material de Informatica,Detalhe,100281159,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,150,Material de Informatica,153
1165,Provisao 13° Salarios,Detalhe,100281165,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,151,Provisao 13° Salarios,154
1169,Taxa de GTA,Detalhe,100281169,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,152,Taxa de GTA,155
1170,Manutencao em Veiculos,Detalhe,100281170,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,153,Manutencao em Veiculos,156
1171,Mensalidades,Detalhe,100281171,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,154,Mensalidades,157
1175,Multas de Transito,Detalhe,100281175,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,155,Multas de Transito,158
1179,Servico de Consultoria e Assessoria,Detalhe,100281179,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,156,Servico de Consultoria e Assessoria,159
1188,Material Intermediario,Detalhe,100281188,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,157,Material Intermediario,160
1192,Conselho de Classe,Detalhe,100281192,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,158,Conselho de Classe,161
1199,INSS Desoneracao,Detalhe,100281199,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,159,INSS Desoneracao,162
1204,Linguica,Detalhe,100281204,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,160,Linguica,163
1206,Vale Transporte,Detalhe,100281206,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,161,Vale Transporte,164
1210,Acordo Trabalhista,Detalhe,100281210,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,162,Acordo Trabalhista,165
1222,Custas Processuais,Detalhe,100281222,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,163,Custas Processuais,166
1231,Premio,Detalhe,100281231,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,164,Premio,167
1242,Aviso Previo Descontado na Rescisao,Detalhe,100281242,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,165,Aviso Previo Descontado na Rescisao,168
1284,Ajuda Compensatoria,Detalhe,100281284,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,166,Ajuda Compensatoria,169
1290,Servico de Industrializacao,Detalhe,100281290,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,167,Servico de Industrializacao,170
1295,Ferias em Dobro,Detalhe,100281295,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,168,Ferias em Dobro,171
1296,1/3 de Ferias em Dobro,Detalhe,100281296,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,169,1/3 de Ferias em Dobro,172
1316,Bolsa Estagio,Detalhe,100281316,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,170,Bolsa Estagio,173
1332,Amortizacoes,Detalhe,100281332,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,171,Amortizacoes,174
1356,Reposicao de KM,Detalhe,100281356,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,172,Reposicao de KM,175
1357,Transporte de Racao,Detalhe,100281357,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,173,Transporte de Racao,176
1359,Produtos de Tratamento de Agua,Detalhe,100281359,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,174,Produtos de Tratamento de Agua,177
1360,Transferencia Industrializados,Detalhe,100281360,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,175,Transferencia Industrializados,178
1361,Frango Vivo (Transferencia),Detalhe,100281361,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,176,Frango Vivo (Transferencia),179
1367,Remuneracao de Integrado,Detalhe,100281367,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,177,Remuneracao de Integrado,180
1368,Servico de Apanha de Aves,Detalhe,100281368,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,178,Servico de Apanha de Aves,181
1369,Rateio Producao Avicola,Detalhe,100281369,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,179,Rateio Producao Avicola,182
1373,Variacao de Custo da Fabrica de Racao,Detalhe,100281373,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,180,Variacao de Custo da Fabrica de Racao,183
1382,Ajuda de Custo,Detalhe,100281382,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,181,Ajuda de Custo,184
1383,Desconto Rescisao TRCT,Detalhe,100281383,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,182,Desconto Rescisao TRCT,185
1389,INSS Desoneracao,Detalhe,100281389,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,183,INSS Desoneracao,186
1394,Lenha - Abatedouro,Detalhe,100281394,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,184,Lenha - Abatedouro,187
1397,Seguros de Veiculos,Detalhe,100281397,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,185,Seguros de Veiculos,188
1402,Perda por Roubo ou Deterioracao,Detalhe,100281402,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,186,Perda por Roubo ou Deterioracao,189
1411,Combustiveis e Lubrificantes de Maquinas,Detalhe,100281411,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,187,Combustiveis e Lubrificantes de Maquinas,190
1422,Taxas,Detalhe,100281422,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,188,Taxas,191
1423,Multas Contratuais,Detalhe,100281423,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,189,Multas Contratuais,192
1434,Produtos de Tratamento de Agua,Detalhe,100281434,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,190,Produtos de Tratamento de Agua,193
1435,Perda por Roubo ou Deterioracao,Detalhe,100281435,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,191,Perda por Roubo ou Deterioracao,194
1436,Remuneracao de Integrado,Detalhe,100281436,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,192,Remuneracao de Integrado,195
1439,Provisao FGTS sobre Ferias e 1/3 de Ferias,Detalhe,100281439,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,193,Provisao FGTS sobre Ferias e 1/3 de Ferias,196
1442,Provisao INSS sobre Ferias e 1/3 de Ferias,Detalhe,100281442,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,194,Provisao INSS sobre Ferias e 1/3 de Ferias,197
1464,Vale Combustivel,Detalhe,100281464,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,195,Vale Combustivel,198
1471,Plano Funerario,Detalhe,100281471,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,196,Plano Funerario,199
1475,Pedagio e Avarias,Detalhe,100281475,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,197,Pedagio e Avarias,200
1477,"Maquinas, Moveis e Utensilios",Detalhe,100281477,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,198,"Maquinas, Moveis e Utensilios",201
1494,Multa FGTS,Detalhe,100281494,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,199,Multa FGTS,202
1497,Provisao FGTS sobre 13° Salario,Detalhe,100281497,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,200,Provisao FGTS sobre 13° Salario,203
1500,Material de Higienizacao e Limpeza,Detalhe,100281500,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,201,Material de Higienizacao e Limpeza,204
1503,Material de Copa e Cozinha,Detalhe,100281503,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,202,Material de Copa e Cozinha,205
1514,Manutencao Eletrica,Detalhe,100281514,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,203,Manutencao Eletrica,206
1515,Manutencao Hidraulica,Detalhe,100281515,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,204,Manutencao Hidraulica,207
1525,Contribuicao Sindical / Patronal / Conselho,Detalhe,100281525,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,205,Contribuicao Sindical / Patronal / Conselho,208
1548,Transporte Frete Frango Vivo Comprado,Detalhe,100281548,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,206,Transporte Frete Frango Vivo Comprado,209
1551,Frete Transferencia,Detalhe,100281551,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,207,Frete Transferencia,210
1565,Amortizacao Direito de uso,Detalhe,100281565,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,208,Amortizacao Direito de uso,211
1574,Descarte de Residuos,Detalhe,100281574,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,209,Descarte de Residuos,212
1579,Lavagem de Veiculos,Detalhe,100281579,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,210,Lavagem de Veiculos,213
1585,Provisao INSS sobre 13º Salario,Detalhe,100281585,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,211,Provisao INSS sobre 13º Salario,214
1590,Servico de Setenciados - IPL's,Detalhe,100281590,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,212,Servico de Setenciados - IPL's,215
1593,"Viagens, Estadias e Refeicao entre Empresas",Detalhe,100281593,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,213,"Viagens, Estadias e Refeicao entre Empresas",216
1596,"Viagens, Estadias e Refeicao entre Empresas",Detalhe,100281596,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,214,"Viagens, Estadias e Refeicao entre Empresas",217
1601,Rateio CSC - PJs,Detalhe,100281601,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,215,Rateio CSC - PJs,218
1605,Transporte Frango Vivo Integrado,Detalhe,100281605,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,216,Transporte Frango Vivo Integrado,219
1606,Transporte Frango Vivo Comprado,Detalhe,100281605,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,217,Transporte Frango Vivo Comprado,220
1617,Gratificaco de Funcao,Detalhe,100281617,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,218,Gratificaco de Funcao,221
1618,Assiduidade,Detalhe,100281618,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,219,Assiduidade,222
1619,Cesta Basica,Detalhe,100281619,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,220,Cesta Basica,223
1620,Frango Beneficio Funcionario,Detalhe,100281620,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,221,Frango Beneficio Funcionario,224
1621,Kit Verdura/Caixa de Leite,Detalhe,100281621,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,222,Kit Verdura/Caixa de Leite,225
1622,PRV,Detalhe,100281622,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,223,PRV,226
1623,PPR,Detalhe,100281623,-1,4,CUSTO PROD/MERC VENDIDOS,6,Custo Geral de Producao,224,PPR,227
,(=)LUCRO BRUTO,Subtotal,10010,1,5,LUCRO BRUTO,,,,,228
252,Salarios e Ordenados,Detalhe,100120252,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,225,Salarios e Ordenados,229
253,Provisao de Ferias,Detalhe,100120253,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,226,Provisao de Ferias,230
254,Pro-Labore,Detalhe,100120254,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,227,Pro-Labore,231
255,Indenizacoes e Aviso Previo,Detalhe,100120255,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,228,Indenizacoes e Aviso Previo,232
256,Assistencia Medica,Detalhe,100120256,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,229,Assistencia Medica,233
257,Uniformes e Equipamentos de Protecao,Detalhe,100120257,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,230,Uniformes e Equipamentos de Protecao,234
258,Vale Transporte,Detalhe,100120258,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,231,Vale Transporte,235
259,Cursos e Treinamentos,Detalhe,100120259,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,232,Cursos e Treinamentos,236
261,INSS Empresa,Detalhe,100120261,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,233,INSS Empresa,237
262,FGTS,Detalhe,100120262,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,234,FGTS,238
264,Servicos Profissionais Contratados P. Juridica,Detalhe,100120264,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,235,Servicos Profissionais Contratados P. Juridica,239
265,Servicos Profissionais Contratados P. Fisica,Detalhe,100120265,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,236,Servicos Profissionais Contratados P. Fisica,240
266,Analises Laboratoriais,Detalhe,100120266,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,237,Analises Laboratoriais,241
267,"Viagens, Estadias e Refeicao",Detalhe,100120267,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,238,"Viagens, Estadias e Refeicao",242
268,Servicos em Consultoria de Agronomia,Detalhe,100120268,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,239,Servicos em Consultoria de Agronomia,243
270,Manutencao e Conservacao de Benfeitorias,Detalhe,100120270,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,240,Manutencao e Conservacao de Benfeitorias,244
271,Honorarios Advocaticios,Detalhe,100120271,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,241,Honorarios Advocaticios,245
272,Material de Expediente,Detalhe,100120272,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,242,Material de Expediente,246
273,Material de Informatica,Detalhe,100120273,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,243,Material de Informatica,247
275,Depreciacoes,Detalhe,100120275,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,244,Depreciacoes,248
277,Energia Eletrica,Detalhe,100120277,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,245,Energia Eletrica,249
278,Agua e Saneamento,Detalhe,100120278,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,246,Agua e Saneamento,250
279,"Comunicacoes (Telefone, Correio e Internet)",Detalhe,100120279,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,247,"Comunicacoes (Telefone, Correio e Internet)",251
281,Impostos e Taxas,Detalhe,100120281,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,248,Impostos e Taxas,252
282,Multas por InfracoesobreErros,Detalhe,100120282,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,249,Multas por InfracoesobreErros,253
284,Combustiveis e Lubrificantes,Detalhe,100120284,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,250,Combustiveis e Lubrificantes,254
285,Pecas e Servicos para Manutencao de Veiculos,Detalhe,100120285,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,251,Pecas e Servicos para Manutencao de Veiculos,255
286,IPVA,Detalhe,100120286,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,252,IPVA,256
287,Multas de Transito,Detalhe,100120287,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,253,Multas de Transito,257
289,Leasing,Detalhe,100120289,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,254,Leasing,258
290,Bens de Natureza Permanente,Detalhe,100120290,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,255,Bens de Natureza Permanente,259
291,Assinaturas de Jornais e Revistas,Detalhe,100120291,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,256,Assinaturas de Jornais e Revistas,260
292,Seguros,Detalhe,100120292,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,257,Seguros,261
293,Acordo Judicial,Detalhe,100120293,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,258,Acordo Judicial,262
295,Despesas nao Dedutiveis,Detalhe,100120295,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,259,Despesas nao Dedutiveis,263
296,Multas Contratuais,Detalhe,100120296,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,260,Multas Contratuais,264
297,Aluguel,Detalhe,100120297,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,261,Aluguel,265
864,Bens de Pequeno Valor,Detalhe,100120864,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,262,Bens de Pequeno Valor,266
865,Servico de Consultoria e Assessoria,Detalhe,100120865,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,263,Servico de Consultoria e Assessoria,267
866,Medicina do Trabalho,Detalhe,100120866,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,264,Medicina do Trabalho,268
867,Mensalidades,Detalhe,100120867,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,265,Mensalidades,269
868,Despesas Legais,Detalhe,100120868,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,266,Despesas Legais,270
869,"Maquinas, Moveis e Utensilios",Detalhe,100120869,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,267,"Maquinas, Moveis e Utensilios",271
870,Acordo Trabalhista,Detalhe,100120870,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,268,Acordo Trabalhista,272
871,Despesas Cartorio,Detalhe,100120871,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,269,Despesas Cartorio,273
872,Trienio,Detalhe,100120872,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,270,Trienio,274
873,Adicional Noturno,Detalhe,100120873,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,271,Adicional Noturno,275
874,Hora Extra 50%,Detalhe,100120874,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,272,Hora Extra 50%,276
875,DSR sobre Adicionais,Detalhe,100120875,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,273,DSR sobre Adicionais,277
878,Provisao 1/3 sobre Ferias,Detalhe,100120878,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,274,Provisao 1/3 sobre Ferias,278
879,Dia em Dobro,Detalhe,100120879,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,275,Dia em Dobro,279
880,Salario Quitacao Demissao,Detalhe,100120880,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,276,Salario Quitacao Demissao,280
881,Decimo Terceiro Proporcional Demissao,Detalhe,100120881,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,277,Decimo Terceiro Proporcional Demissao,281
882,Transporte de Funcionarios,Detalhe,100120882,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,278,Transporte de Funcionarios,282
883,Seguro de Vida Funcionarios,Detalhe,100120883,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,279,Seguro de Vida Funcionarios,283
884,Hora Extra 70%,Detalhe,100120884,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,280,Hora Extra 70%,284
886,Diferenca Salarial,Detalhe,100120886,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,281,Diferenca Salarial,285
887,Despesas com Informatica,Detalhe,100120887,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,282,Despesas com Informatica,286
888,Salario Familia,Detalhe,100120888,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,283,Salario Familia,287
890,Salario Quitacao Pedido de Demissao,Detalhe,100120890,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,284,Salario Quitacao Pedido de Demissao,288
891,Decimo Terceiro Prop. Ped. Demissao,Detalhe,100120891,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,285,Decimo Terceiro Prop. Ped. Demissao,289
892,Pensao Alimenticia,Detalhe,100120892,-1,6,DESPESAS OPERACIONAIS,7,Despesas Administrativas,286,Pensao Alimenticia,290
